Sentence #,Word,POS,Tag
Sentence: 9,additional,,O
Sentence: 9,radiologic,,O
Sentence: 9,examinations,,O
Sentence: 9,",",,O
Sentence: 9,no,,B-Sign_symptom
Sentence: 9,other,,O
Sentence: 9,organs,,O
Sentence: 9,were,,O
Sentence: 9,thought,,O
Sentence: 9,to,,O
Sentence: 9,be,,O
Sentence: 9,involved,,O
Sentence: 9,.,,O
Sentence: 10,He,,O
Sentence: 10,quit,,O
Sentence: 10,smoking,,O
Sentence: 10,",",,O
Sentence: 10,but,,O
Sentence: 10,he,,O
Sentence: 10,received,,O
Sentence: 10,no,,O
Sentence: 10,other,,O
Sentence: 10,specific,,O
Sentence: 10,treatment,,O
Sentence: 10,.,,O
Sentence: 11,He,,O
Sentence: 11,was,,O
Sentence: 11,well,,B-Sign_symptom
Sentence: 11,for,,B-Duration
Sentence: 11,the,,O
Sentence: 11,following,,O
Sentence: 11,one,,O
Sentence: 11,year,,O
Sentence: 11,.,,O
Sentence: 12,After,,O
Sentence: 12,this,,O
Sentence: 12,",",,O
Sentence: 12,a,,O
Sentence: 12,follow-up,,O
Sentence: 12,CT,,O
Sentence: 12,scan,,O
Sentence: 12,was,,O
Sentence: 12,performed,,O
Sentence: 12,and,,O
Sentence: 12,it,,O
Sentence: 12,showed,,O
Sentence: 12,a,,O
Sentence: 12,4,,O
Sentence: 12,cm-sized,,O
Sentence: 12,mass,,B-Sign_symptom
Sentence: 12,in,,O
Sentence: 12,the,,O
Sentence: 12,left,,O
Sentence: 12,lower,,O
Sentence: 12,lobe,,O
Sentence: 12,",",,O
Sentence: 12,in,,O
Sentence: 12,addition,,O
Sentence: 12,to,,O
Sentence: 12,the,,O
Sentence: 12,multiple,,B-Detailed_description
Sentence: 12,tiny,,B-Detailed_description
Sentence: 12,nodules,,B-Sign_symptom
Sentence: 12,in,,O
Sentence: 12,both,,O
Sentence: 12,lungs,,O
Sentence: 12,(,,O
Sentence: 12,Fig.,,O
Sentence: 12,2,,O
Sentence: 12,),,O
Sentence: 12,.,,O
Sentence: 13,A,,O
Sentence: 13,needle,,B-Detailed_description
Sentence: 13,biopsy,,O
Sentence: 13,specimen,,O
Sentence: 13,revealed,,O
Sentence: 13,the,,O
Sentence: 13,possibility,,B-Sign_symptom
Sentence: 13,of,,O
Sentence: 13,a,,O
Sentence: 13,sarcoma,,O
Sentence: 13,;,,O
Sentence: 13,therefore,,O
Sentence: 13,",",,O
Sentence: 13,a,,O
Sentence: 13,lobectomy,,B-Therapeutic_procedure
Sentence: 13,was,,O
Sentence: 13,performed,,O
Sentence: 13,.,,O
Sentence: 14,Grossly,,O
Sentence: 14,",",,O
Sentence: 14,a,,O
Sentence: 14,4,,O
Sentence: 14,cm-sized,,O
Sentence: 14,poorly-circumscribed,,B-Detailed_description
Sentence: 14,lobulated,,B-Detailed_description
Sentence: 14,gray-white,,O
Sentence: 14,mass,,B-Sign_symptom
Sentence: 14,was,,O
Sentence: 14,found,,O
Sentence: 14,(,,O
Sentence: 14,Fig.,,O
Sentence: 14,3,,O
Sentence: 14,),,O
Sentence: 14,",",,O
Sentence: 14,and,,O
Sentence: 14,there,,O
Sentence: 14,were,,O
Sentence: 14,a,,O
Sentence: 14,few,,O
Sentence: 14,small,,B-Detailed_description
Sentence: 14,satellite,,B-Detailed_description
Sentence: 14,nodules,,B-Sign_symptom
Sentence: 14,around,,O
Sentence: 14,the,,O
Sentence: 14,main,,O
Sentence: 14,mass,,O
Sentence: 14,.,,O
Sentence: 15,Microscopically,,O
Sentence: 15,",",,O
Sentence: 15,the,,O
Sentence: 15,tumor,,O
Sentence: 15,cells,,O
Sentence: 15,were,,O
Sentence: 15,aggregated,,B-Detailed_description
Sentence: 15,in,,O
Sentence: 15,large,,O
Sentence: 15,sheets,,O
Sentence: 15,and,,O
Sentence: 15,they,,O
Sentence: 15,showed,,O
Sentence: 15,an,,O
Sentence: 15,infiltrative,,O
Sentence: 15,growth,,O
Sentence: 15,.,,O
Sentence: 16,The,,O
Sentence: 16,cytologic,,O
Sentence: 16,features,,O
Sentence: 16,of,,O
Sentence: 16,some,,O
Sentence: 16,of,,O
Sentence: 16,the,,O
Sentence: 16,tumor,,O
Sentence: 16,cells,,O
Sentence: 16,were,,O
Sentence: 16,similar,,B-Detailed_description
Sentence: 16,to,,O
Sentence: 16,those,,O
Sentence: 16,seen,,O
Sentence: 16,in,,O
Sentence: 16,a,,O
Sentence: 16,typical,,O
Sentence: 16,LCH,,O
Sentence: 16,.,,O
Sentence: 17,However,,O
Sentence: 17,",",,O
Sentence: 17,many,,O
Sentence: 17,tumor,,O
Sentence: 17,cells,,O
Sentence: 17,showed,,O
Sentence: 17,overtly,,O
Sentence: 17,malignant,,O
Sentence: 17,cytologic,,O
Sentence: 17,features,,O
Sentence: 17,such,,O
Sentence: 17,as,,O
Sentence: 17,pleomorphic/hyperchromatic,,B-Detailed_description
Sentence: 17,nuclei,,O
Sentence: 17,and,,O
Sentence: 17,prominent,,B-Detailed_description
Sentence: 17,nucleoli,,O
Sentence: 17,(,,O
Sentence: 17,Fig.,,O
Sentence: 17,4,,O
Sentence: 17,),,O
Sentence: 17,",",,O
Sentence: 17,and,,O
Sentence: 17,multinucleated,,B-Detailed_description
Sentence: 17,tumor,,O
Sentence: 17,giant,,O
Sentence: 17,cells,,O
Sentence: 17,were,,O
Sentence: 17,also,,O
Sentence: 17,found,,O
Sentence: 17,.,,O
Sentence: 18,There,,O
Sentence: 18,were,,O
Sentence: 18,numerous,,B-Detailed_description
Sentence: 18,mitotic,,O
Sentence: 18,figures,,O
Sentence: 18,ranging,,O
Sentence: 18,from,,O
Sentence: 18,30,,B-Lab_value
Sentence: 18,to,,O
Sentence: 18,60,,O
Sentence: 18,per,,O
Sentence: 18,10,,O
Sentence: 18,high,,O
Sentence: 18,power,,O
Sentence: 18,fields,,O
Sentence: 18,",",,O
Sentence: 18,and,,O
Sentence: 18,some,,B-Detailed_description
Sentence: 18,of,,O
Sentence: 18,them,,O
Sentence: 18,were,,O
Sentence: 18,abnormal,,O
Sentence: 18,.,,O
Sentence: 19,A,,O
Sentence: 19,few,,B-Detailed_description
Sentence: 19,foci,,O
Sentence: 19,of,,O
Sentence: 19,typical,,B-Sign_symptom
Sentence: 19,LCH,,O
Sentence: 19,remained,,O
Sentence: 19,around,,B-Detailed_description
Sentence: 19,the,,O
Sentence: 19,main,,O
Sentence: 19,tumor,,O
Sentence: 19,mass,,O
Sentence: 19,.,,O
Sentence: 20,Immunohistochemically,,O
Sentence: 20,",",,O
Sentence: 20,the,,O
Sentence: 20,tumor,,O
Sentence: 20,cells,,O
Sentence: 20,were,,O
Sentence: 20,strongly,,B-Severity
Sentence: 20,positive,,B-Lab_value
Sentence: 20,for,,O
Sentence: 20,S-100,,O
Sentence: 20,protein,,O
Sentence: 20,(,,O
Sentence: 20,Fig.,,O
Sentence: 20,5,,O
Sentence: 20,),,O
Sentence: 20,and,,O
Sentence: 20,vimentin,,O
Sentence: 20,;,,O
Sentence: 20,they,,O
Sentence: 20,were,,O
Sentence: 20,also,,O
Sentence: 20,positive,,B-Lab_value
Sentence: 20,for,,O
Sentence: 20,CD68,,O
Sentence: 20,(,,O
Sentence: 20,Dako,,O
Sentence: 20,N1577,,O
Sentence: 20,",",,O
Sentence: 20,Clone,,O
Sentence: 20,KPI,,O
Sentence: 20,),,O
Sentence: 20,",",,O
Sentence: 20,and,,O
Sentence: 20,focally,,B-Detailed_description
Sentence: 20,positive,,B-Lab_value
Sentence: 20,for,,O
Sentence: 20,CD1a,,O
Sentence: 20,(,,O
Sentence: 20,Fig.,,O
Sentence: 20,6,,O
Sentence: 20,),,O
Sentence: 20,",",,O
Sentence: 20,and,,O
Sentence: 20,they,,O
Sentence: 20,were,,O
Sentence: 20,negative,,B-Lab_value
Sentence: 20,for,,O
Sentence: 20,cytokeratin,,O
Sentence: 20,",",,O
Sentence: 20,epithelial,,O
Sentence: 20,membrane,,O
Sentence: 20,antigen,,O
Sentence: 20,",",,O
Sentence: 20,CD3,,O
Sentence: 20,",",,O
Sentence: 20,CD20,,O
Sentence: 20,and,,O
Sentence: 20,HMB45,,O
Sentence: 20,.,,O
Sentence: 21,The,,O
Sentence: 21,ultrastructural,,O
Sentence: 21,analysis,,O
Sentence: 21,failed,,B-Sign_symptom
Sentence: 21,to,,O
Sentence: 21,demonstrate,,O
Sentence: 21,any,,O
Sentence: 21,Birbeck,,O
Sentence: 21,granules,,O
Sentence: 21,in,,O
Sentence: 21,the,,O
Sentence: 21,cytoplasm,,O
Sentence: 21,of,,O
Sentence: 21,the,,O
Sentence: 21,tumor,,B-Sign_symptom
Sentence: 21,cells,,O
Sentence: 21,.,,O
Sentence: 22,Now,,O
Sentence: 22,",",,O
Sentence: 22,at,,O
Sentence: 22,five,,O
Sentence: 22,months,,O
Sentence: 22,after,,O
Sentence: 22,lobectomy,,O
Sentence: 22,",",,O
Sentence: 22,the,,O
Sentence: 22,patient,,O
Sentence: 22,is,,O
Sentence: 22,doing,,O
Sentence: 22,well,,O
Sentence: 22,with,,O
Sentence: 22,no,,B-Sign_symptom
Sentence: 22,significant,,O
Sentence: 22,change,,O
Sentence: 22,in,,O
Sentence: 22,the,,O
Sentence: 22,radiologic,,O
Sentence: 22,findings,,O
Sentence: 22,.,,O
Sentence: 23,A,,O
Sentence: 23,23,,B-Age
Sentence: 23,year,,O
Sentence: 23,old,,O
Sentence: 23,white,,O
Sentence: 23,male,,B-Sex
Sentence: 23,with,,O
Sentence: 23,a,,O
Sentence: 23,4,,O
Sentence: 23,year,,O
Sentence: 23,history,,O
Sentence: 23,of,,O
Sentence: 23,Crohn,,O
Sentence: 23,'s,,O
Sentence: 23,disease,,O
Sentence: 23,presented,,O
Sentence: 23,with,,O
Sentence: 23,an,,O
Sentence: 23,acute,,O
Sentence: 23,two,,B-Duration
Sentence: 23,day,,O
Sentence: 23,history,,O
Sentence: 23,of,,O
Sentence: 23,malaise,,B-Sign_symptom
Sentence: 23,",",,O
Sentence: 23,fever,,B-Sign_symptom
Sentence: 23,",",,O
Sentence: 23,abdominal,,O
Sentence: 23,pain,,B-Sign_symptom
Sentence: 23,",",,O
Sentence: 23,vomiting,,B-Sign_symptom
Sentence: 23,and,,O
Sentence: 23,stomal,,O
Sentence: 23,diarrhoea,,B-Sign_symptom
Sentence: 23,.,,O
Sentence: 24,He,,O
Sentence: 24,complained,,O
Sentence: 24,of,,O
Sentence: 24,joint,,O
Sentence: 24,pains,,B-Sign_symptom
Sentence: 24,affecting,,O
Sentence: 24,the,,O
Sentence: 24,shoulders,,O
Sentence: 24,",",,O
Sentence: 24,elbows,,O
Sentence: 24,",",,O
Sentence: 24,wrists,,O
Sentence: 24,",",,O
Sentence: 24,metacarpophalangeals,,O
Sentence: 24,",",,O
Sentence: 24,knees,,O
Sentence: 24,and,,O
Sentence: 24,ankles,,O
Sentence: 24,.,,O
Sentence: 25,There,,O
Sentence: 25,was,,O
Sentence: 25,also,,O
Sentence: 25,a,,O
Sentence: 25,rash,,B-Sign_symptom
Sentence: 25,on,,O
Sentence: 25,the,,O
Sentence: 25,elbows,,O
Sentence: 25,",",,O
Sentence: 25,ankles,,O
Sentence: 25,and,,O
Sentence: 25,feet,,O
Sentence: 25,",",,O
Sentence: 25,which,,O
Sentence: 25,began,,O
Sentence: 25,as,,O
Sentence: 25,erythematous,,B-Detailed_description
Sentence: 25,macules,,B-Sign_symptom
Sentence: 25,and,,O
Sentence: 25,evolved,,O
Sentence: 25,to,,O
Sentence: 25,vesico-pustular,,B-Detailed_description
Sentence: 25,lesions,,B-Sign_symptom
Sentence: 25,followed,,O
Sentence: 25,by,,O
Sentence: 25,crusting,,B-Sign_symptom
Sentence: 25,.,,O
Sentence: 26,There,,O
Sentence: 26,was,,O
Sentence: 26,no,,O
Sentence: 26,history,,O
Sentence: 26,of,,O
Sentence: 26,sexual,,O
Sentence: 26,exposure,,O
Sentence: 26,or,,O
Sentence: 26,any,,O
Sentence: 26,intercurrent,,O
Sentence: 26,infection,,B-Sign_symptom
Sentence: 26,.,,O
Sentence: 27,He,,O
Sentence: 27,was,,O
Sentence: 27,on,,O
Sentence: 27,no,,B-Medication
Sentence: 27,regular,,O
Sentence: 27,medication,,O
Sentence: 27,",",,O
Sentence: 27,but,,O
Sentence: 27,had,,O
Sentence: 27,discontinued,,O
Sentence: 27,Pentasa,,B-Medication
Sentence: 27,4,,O
Sentence: 27,months,,O
Sentence: 27,earlier,,O
Sentence: 27,.,,O
Sentence: 28,One,,O
Sentence: 28,month,,O
Sentence: 28,earlier,,O
Sentence: 28,he,,O
Sentence: 28,had,,O
Sentence: 28,undergone,,O
Sentence: 28,a,,O
Sentence: 28,laparotomy,,B-Therapeutic_procedure
Sentence: 28,to,,O
Sentence: 28,excise,,O
Sentence: 28,a,,O
Sentence: 28,complex,,B-Detailed_description
Sentence: 28,ileo-cutaneous,,B-Detailed_description
Sentence: 28,fistula,,B-Sign_symptom
Sentence: 28,with,,O
Sentence: 28,blind,,B-Detailed_description
Sentence: 28,tracts,,O
Sentence: 28,",",,O
Sentence: 28,and,,O
Sentence: 28,two,,O
Sentence: 28,weeks,,O
Sentence: 28,earlier,,O
Sentence: 28,a,,O
Sentence: 28,defunctioning,,B-Detailed_description
Sentence: 28,ileostomy,,B-Therapeutic_procedure
Sentence: 28,had,,O
Sentence: 28,been,,O
Sentence: 28,created,,O
Sentence: 28,in,,O
Sentence: 28,view,,O
Sentence: 28,of,,O
Sentence: 28,persistent,,B-Detailed_description
Sentence: 28,abdominal,,O
Sentence: 28,pain,,B-Sign_symptom
Sentence: 28,.,,O
Sentence: 29,The,,O
Sentence: 29,cutaneous,,O
Sentence: 29,fistula,,B-Sign_symptom
Sentence: 29,had,,B-Duration
Sentence: 29,been,,O
Sentence: 29,present,,O
Sentence: 29,for,,O
Sentence: 29,a,,O
Sentence: 29,year,,O
Sentence: 29,",",,O
Sentence: 29,but,,O
Sentence: 29,was,,O
Sentence: 29,associated,,O
Sentence: 29,with,,O
Sentence: 29,a,,O
Sentence: 29,terminal,,B-Detailed_description
Sentence: 29,ileal,,O
Sentence: 29,stricture,,B-Sign_symptom
Sentence: 29,and,,O
Sentence: 29,ileo-rectal,,O
Sentence: 29,fistula,,B-Sign_symptom
Sentence: 29,of,,B-Duration
Sentence: 29,at,,O
Sentence: 29,least,,O
Sentence: 29,2,,O
Sentence: 29,years,,O
Sentence: 29,duration,,O
Sentence: 29,.,,O
Sentence: 30,His,,O
Sentence: 30,bowel,,O
Sentence: 30,disease,,O
Sentence: 30,had,,O
Sentence: 30,been,,O
Sentence: 30,resistant,,O
Sentence: 30,to,,O
Sentence: 30,immunosuppressive,,O
Sentence: 30,drugs,,O
Sentence: 30,including,,O
Sentence: 30,azathioprine,,B-Medication
Sentence: 30,",",,O
Sentence: 30,corticosteroiods,,B-Medication
Sentence: 30,and,,O
Sentence: 30,three,,B-Dosage
Sentence: 30,infusions,,O
Sentence: 30,of,,O
Sentence: 30,Infliximab,,B-Medication
Sentence: 30,a,,O
Sentence: 30,year,,O
Sentence: 30,earlier,,O
Sentence: 30,.,,O
Sentence: 31,There,,O
Sentence: 31,had,,O
Sentence: 31,been,,O
Sentence: 31,no,,B-Sign_symptom
Sentence: 31,extra-intestinal,,O
Sentence: 31,manifestations,,O
Sentence: 31,.,,O
Sentence: 32,On,,O
Sentence: 32,admission,,O
Sentence: 32,to,,O
Sentence: 32,the,,O
Sentence: 32,hospital,,B-Nonbiological_location
Sentence: 32,",",,O
Sentence: 32,he,,O
Sentence: 32,was,,O
Sentence: 32,thin,,B-Sign_symptom
Sentence: 32,",",,O
Sentence: 32,afebrile,,B-Sign_symptom
Sentence: 32,with,,O
Sentence: 32,a,,O
Sentence: 32,resting,,B-Detailed_description
Sentence: 32,tachycardia,,B-Sign_symptom
Sentence: 32,of,,O
Sentence: 32,125/minute,,B-Lab_value
Sentence: 32,.,,O
Sentence: 33,The,,O
Sentence: 33,rest,,O
Sentence: 33,of,,O
Sentence: 33,the,,O
Sentence: 33,cardio-respiratory,,O
Sentence: 33,examination,,O
Sentence: 33,was,,O
Sentence: 33,normal,,B-Lab_value
Sentence: 33,.,,O
Sentence: 34,The,,O
Sentence: 34,abdomen,,O
Sentence: 34,was,,O
Sentence: 34,minimally,,B-Severity
Sentence: 34,tender,,B-Sign_symptom
Sentence: 34,around,,O
Sentence: 34,the,,O
Sentence: 34,ileostomy,,O
Sentence: 34,without,,B-Detailed_description
Sentence: 34,guarding,,O
Sentence: 34,or,,B-Detailed_description
Sentence: 34,rebound,,O
Sentence: 34,tenderness,,O
Sentence: 34,.,,O
Sentence: 35,Examination,,O
Sentence: 35,of,,O
Sentence: 35,the,,O
Sentence: 35,skin,,O
Sentence: 35,revealed,,O
Sentence: 35,some,,O
Sentence: 35,pustules,,B-Sign_symptom
Sentence: 35,and,,O
Sentence: 35,crusts,,B-Sign_symptom
Sentence: 35,around,,O
Sentence: 35,the,,O
Sentence: 35,elbows,,O
Sentence: 35,",",,O
Sentence: 35,ankles,,O
Sentence: 35,and,,O
Sentence: 35,feet,,O
Sentence: 35,(,,O
Sentence: 35,Fig,,O
Sentence: 35,1,,O
Sentence: 35,and,,O
Sentence: 35,2,,O
Sentence: 35,),,O
Sentence: 35,.,,O
Sentence: 36,The,,O
Sentence: 36,buttocks,,O
Sentence: 36,were,,O
Sentence: 36,spared,,O
Sentence: 36,.,,O
Sentence: 37,There,,O
Sentence: 37,were,,O
Sentence: 37,clinical,,O
Sentence: 37,signs,,O
Sentence: 37,of,,O
Sentence: 37,synovitis,,B-Sign_symptom
Sentence: 37,of,,O
Sentence: 37,the,,O
Sentence: 37,wrists,,O
Sentence: 37,",",,O
Sentence: 37,proximal,,O
Sentence: 37,interphalangeal,,O
Sentence: 37,and,,O
Sentence: 37,metacarpophalangeal,,O
Sentence: 37,joints,,O
Sentence: 37,",",,O
Sentence: 37,and,,O
Sentence: 37,also,,O
Sentence: 37,both,,O
Sentence: 37,ankles,,O
Sentence: 37,.,,O
Sentence: 38,Results,,O
Sentence: 38,of,,O
Sentence: 38,the,,O
Sentence: 38,laboratory,,O
Sentence: 38,tests,,O
Sentence: 38,showed,,O
Sentence: 38,a,,O
Sentence: 38,haemoglobin,,O
Sentence: 38,of,,O
Sentence: 38,13.1,,B-Lab_value
Sentence: 38,gm/dl,,O
Sentence: 38,",",,O
Sentence: 38,white,,O
Sentence: 38,blood,,O
Sentence: 38,count,,O
Sentence: 38,15.8,,B-Lab_value
Sentence: 38,¡Ñ,,O
Sentence: 38,109/L,,O
Sentence: 38,",",,O
Sentence: 38,platelets,,O
Sentence: 38,585,,B-Lab_value
Sentence: 38,¡Ñ,,O
Sentence: 38,109/L,,O
Sentence: 38,",",,O
Sentence: 38,C,,O
Sentence: 38,-,,O
Sentence: 38,reactive,,O
Sentence: 38,protein,,O
Sentence: 38,37.7,,B-Lab_value
Sentence: 38,mg/L,,O
Sentence: 38,and,,O
Sentence: 38,erythrocyte,,O
Sentence: 38,sedimentation,,O
Sentence: 38,rate,,O
Sentence: 38,69,,B-Lab_value
Sentence: 38,mm/hr,,O
Sentence: 38,.,,O
Sentence: 39,Urea,,O
Sentence: 39,and,,O
Sentence: 39,electrolytes,,O
Sentence: 39,",",,O
Sentence: 39,complement,,O
Sentence: 39,",",,O
Sentence: 39,urine,,O
Sentence: 39,analysis,,O
Sentence: 39,and,,O
Sentence: 39,microscopy,,O
Sentence: 39,were,,O
Sentence: 39,normal,,B-Lab_value
Sentence: 39,.,,O
Sentence: 40,Rheumatoid,,O
Sentence: 40,factor,,O
Sentence: 40,",",,O
Sentence: 40,antinuclear,,B-Detailed_description
Sentence: 40,and,,O
Sentence: 40,antineutrophil,,B-Detailed_description
Sentence: 40,cytoplasmic,,O
Sentence: 40,antibodies,,O
Sentence: 40,",",,O
Sentence: 40,cryoglobulins,,O
Sentence: 40,and,,O
Sentence: 40,Hepatitis,,O
Sentence: 40,B,,O
Sentence: 40,and,,O
Sentence: 40,C,,O
Sentence: 40,serology,,O
Sentence: 40,were,,O
Sentence: 40,negative,,B-Lab_value
Sentence: 40,.,,O
Sentence: 41,Transthoracic,,O
Sentence: 41,echocardiogram,,O
Sentence: 41,showed,,O
Sentence: 41,no,,B-Sign_symptom
Sentence: 41,signs,,O
Sentence: 41,of,,O
Sentence: 41,endocarditis,,O
Sentence: 41,",",,O
Sentence: 41,and,,O
Sentence: 41,multiple,,O
Sentence: 41,blood,,O
Sentence: 41,cultures,,O
Sentence: 41,were,,O
Sentence: 41,sterile,,B-Lab_value
Sentence: 41,.,,O
Sentence: 42,A,,O
Sentence: 42,skin,,O
Sentence: 42,biopsy,,O
Sentence: 42,from,,O
Sentence: 42,the,,O
Sentence: 42,ankle,,O
Sentence: 42,revealed,,O
Sentence: 42,a,,O
Sentence: 42,perivascular,,O
Sentence: 42,lymphohistiocytic,,O
Sentence: 42,infiltrate,,O
Sentence: 42,with,,O
Sentence: 42,prominent,,O
Sentence: 42,neutrophils,,O
Sentence: 42,and,,O
Sentence: 42,associated,,O
Sentence: 42,fibrinoid,,B-Detailed_description
Sentence: 42,necrosis,,B-Sign_symptom
Sentence: 42,of,,O
Sentence: 42,vessels,,O
Sentence: 42,consistent,,O
Sentence: 42,with,,O
Sentence: 42,',,O
Sentence: 42,leukocytoclastic,,B-Detailed_description
Sentence: 42,',,O
Sentence: 42,vasculitis,,O
Sentence: 42,.,,O
Sentence: 43,He,,O
Sentence: 43,was,,O
Sentence: 43,commenced,,O
Sentence: 43,on,,O
Sentence: 43,60,,B-Dosage
Sentence: 43,mg,,O
Sentence: 43,prednisolone,,B-Medication
Sentence: 43,per,,B-Dosage
Sentence: 43,day,,O
Sentence: 43,leading,,O
Sentence: 43,to,,O
Sentence: 43,prompt,,B-Detailed_description
Sentence: 43,and,,O
Sentence: 43,complete,,B-Detailed_description
Sentence: 43,resolution,,B-Sign_symptom
Sentence: 43,of,,O
Sentence: 43,all,,O
Sentence: 43,features,,O
Sentence: 43,.,,O
Sentence: 44,The,,O
Sentence: 44,dose,,O
Sentence: 44,of,,O
Sentence: 44,prednisolone,,B-Medication
Sentence: 44,was,,O
Sentence: 44,rapidly,,O
Sentence: 44,tapered,,O
Sentence: 44,over,,B-Duration
Sentence: 44,the,,O
Sentence: 44,course,,O
Sentence: 44,of,,O
Sentence: 44,one,,O
Sentence: 44,month,,O
Sentence: 44,by,,O
Sentence: 44,the,,O
Sentence: 44,patient,,O
Sentence: 44,",",,O
Sentence: 44,faster,,O
Sentence: 44,than,,O
Sentence: 44,advised,,O
Sentence: 44,but,,O
Sentence: 44,without,,B-Sign_symptom
Sentence: 44,any,,O
Sentence: 44,recurrence,,O
Sentence: 44,over,,B-Duration
Sentence: 44,the,,O
Sentence: 44,following,,O
Sentence: 44,3,,O
Sentence: 44,years,,O
Sentence: 44,.,,O
Sentence: 45,A,,O
Sentence: 45,30-year-old,,B-Age
Sentence: 45,female,,B-Sex
Sentence: 45,(,,O
Sentence: 45,65,,O
Sentence: 45,kg,,O
Sentence: 45,),,O
Sentence: 45,underwent,,O
Sentence: 45,rhinoplasty,,B-Therapeutic_procedure
Sentence: 45,under,,O
Sentence: 45,general,,B-Medication
Sentence: 45,anaesthesia,,O
Sentence: 45,",",,O
Sentence: 45,which,,O
Sentence: 45,was,,O
Sentence: 45,induced,,O
Sentence: 45,using,,O
Sentence: 45,a,,O
Sentence: 45,combination,,O
Sentence: 45,of,,O
Sentence: 45,a,,O
Sentence: 45,bolus,,O
Sentence: 45,of,,O
Sentence: 45,Remifentanyl,,B-Medication
Sentence: 45,(,,O
Sentence: 45,0.5,,B-Dosage
Sentence: 45,£gg/kg,,O
Sentence: 45,),,O
Sentence: 45,and,,O
Sentence: 45,Propofol,,B-Medication
Sentence: 45,2,,B-Dosage
Sentence: 45,mg/kg,,O
Sentence: 45,.,,O
Sentence: 46,Muscle,,O
Sentence: 46,paralysis,,O
Sentence: 46,was,,O
Sentence: 46,obtained,,O
Sentence: 46,with,,O
Sentence: 46,Cisatracurium,,B-Medication
Sentence: 46,(,,O
Sentence: 46,0.15,,B-Dosage
